Type,Name,Member,Weigth,StabAtk,SlashAtk,CrushAtk,MagicAtk,RangedAtk,StabDef,SlashDef,CrushDef,MagicDef,RangedDef,MeleStr,RangedStr,MagicStr,Prayer,Speed
Ring,'perfect' ring,Members,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Archers ring,Members,0.004,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0
Ring,Archers ring (i),Members,0.004,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0
Ring,Beacon ring,Members,0.006,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
Ring,Berserker ring,Members,0.004,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0
Ring,Berserker ring (i),Members,0.004,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0
Ring,Brimstone ring,Members,0.004,4,4,4,6,4,4,4,4,6,4,4,0,0,0,0
Ring,Diamond ring,Free-to-play,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Dragonstone ring,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Efaritay's aid,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Elven signet,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Emerald ring,Free-to-play,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Explorer's ring 1,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ring,Explorer's ring 2,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ring,Explorer's ring 3,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ring,Explorer's ring 4,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ring,Gold ring,Free-to-play,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Granite ring,Members,3,0,0,0,0,0,2,2,2,-2,8,0,0,0,0,0
Ring,Granite ring (i),Members,3,0,0,0,0,0,4,4,4,-4,16,0,0,0,0,0
Ring,Jade ring,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Lunar ring,Members,0.006,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
Ring,Onyx ring,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Opal ring,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of 3rd age,Free-to-play,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of charos Activated,Members,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of charos Normal,Members,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of dueling (1),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of dueling (2),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of dueling (3),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of dueling (4),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of dueling (5),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of dueling (6),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of dueling (7),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of dueling (8),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of endurance Charged,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of endurance Uncharged,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of forging,Free-to-play,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of life,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of pursuit,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of recoil,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of returning (1),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of returning (2),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of returning (3),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of returning (4),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of returning (5),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of suffering (i) Recoil,Members,0.006,0,0,0,0,0,20,20,20,20,20,0,0,0,4,0
Ring,Ring of suffering (i) Uncharged,Members,0.006,0,0,0,0,0,20,20,20,20,20,0,0,0,4,0
Ring,Ring of suffering Recoil,Members,0.006,0,0,0,0,0,10,10,10,10,10,0,0,0,2,0
Ring,Ring of suffering Uncharged,Members,0.006,0,0,0,0,0,10,10,10,10,10,0,0,0,2,0
Ring,Ring of the gods,Members,0.3,0,0,0,0,0,1,1,1,1,1,0,0,0,4,0
Ring,Ring of the gods (i),Members,0.3,0,0,0,0,0,1,1,1,1,1,0,0,0,8,0
Ring,Ring of visibility,Members,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of wealth (i) (i1),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of wealth (i) (i2),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of wealth (i) (i3),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of wealth (i) (i4),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of wealth (i) (i5),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of wealth (i) Uncharged,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of wealth (1),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of wealth (2),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of wealth (3),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of wealth (4),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of wealth (5),Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ring of wealth Uncharged,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Ruby ring,Free-to-play,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Sapphire ring,Free-to-play,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Seers ring,Members,0.004,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0
Ring,Seers ring (i),Members,0.004,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0
Ring,Slayer ring (eternal),Members,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Slayer ring (1),Members,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Slayer ring (2),Members,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Slayer ring (3),Members,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Slayer ring (4),Members,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Slayer ring (5),Members,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Slayer ring (6),Members,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Slayer ring (7),Members,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Slayer ring (8),Members,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Topaz ring,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,Treasonous ring,Members,0.4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Ring,Treasonous ring (i),Members,0.4,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Ring,Tyrannical ring,Members,1,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0
Ring,Tyrannical ring (i),Members,1,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0
Ring,Warrior ring,Members,0.004,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0
Ring,Warrior ring (i),Members,0.004,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0
Ring,Zenyte ring,Members,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
